Region,Region2,Pb207_206,Pb208_206,Pb206_204,Pb207_204,Pb208_204,reference,Outlier
Rammelsberg & Harz,Harz,0.845081,2.08007,18.48854,15.62431,38.45745,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84594,2.082383,18.46414,15.61956,38.44942,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84687,2.083194,18.4447,15.62027,38.42388,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84677500000000006,2.083338,18.44527,15.619,38.42774,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847076,2.083712,18.4384,15.61872,38.42032,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847162,2.083526,18.43436,15.61689,38.40847,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846646,2.083009,18.44677,15.61789,38.42479,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844695,2.079501,18.50008,15.62692,38.47093,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84516,2.08029,18.48945,15.62654,38.46341,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.861299,2.102161,18.13783,15.62209,38.12864,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.857135,2.092897,18.20071,15.60046,38.09221,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.862024,2.111084,18.05403,15.56301,38.11357,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.846457,2.083293,18.45215,15.61895,38.44123,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846571,2.082806,18.45178,15.62075,38.43148,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846813,2.081947,18.43999,15.61523,38.39109,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846825,2.075779,18.43344,15.60989,38.26374,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846768,2.082488,18.43957,15.61403,38.40019,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845975,2.082407,18.46315,15.61937,38.44779,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845886,2.082159,18.46378,15.61826,38.44452,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845766,2.082078,18.46658,15.61841,38.44886,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845736,2.080839,18.47231,15.6227,38.4379,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847029,2.083832,18.43289,15.6132,38.41105,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846921,2.083418,18.43436,15.61245,38.40647,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84499,2.079903,18.49286,15.62629,38.46335,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846531,2.08239,18.44636,15.61542,38.41251,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846887,2.082119,18.4315,15.6094,38.37657,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845696,2.082056,18.46973,15.61977,38.45502,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846678,2.082768,18.44413,15.61623,38.41484,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844259,2.078722,18.50911,15.62649,38.47529,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847235,2.083688,18.43646,15.62002,38.41583,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845006,2.079467,18.49003,15.62419,38.44941,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.850882,2.020831,18.26366,15.54022,36.90777,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.855977,2.091454,18.23704,15.61048,38.14193,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.847067,2.083676,18.43838,15.61854,38.41961,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846774,2.083539,18.44371,15.61765,38.42818,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846988,2.080283,18.43029,15.61023,38.34021,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.854599,2.090092,18.26538,15.60958,38.17633,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.85492,2.089944,18.24919,15.60159,38.13979,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.846823,2.082814,18.43888,15.61446,38.40475,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.848187,2.080908,18.41691,15.62099,38.32389,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.848242,2.081109,18.41641,15.62158,38.32656,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845506,2.081166,18.47556,15.6212,38.45071,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846595,2.079779,18.4453,15.6157,38.36215,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845977,2.079407,18.46204,15.61846,38.39009,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845021,2.080172,18.48725,15.62212,38.45666,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845125,2.080356,18.48596,15.62294,38.45738,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844899,2.080058,18.49711,15.62819,38.47506,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844569,2.079334,18.5046,15.62841,38.47724,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846266,2.08254,18.45561,15.61835,38.43454,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845852,2.08193,18.4613,15.61552,38.43514,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845981,2.081944,18.46359,15.61985,38.44016,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.849543,2.082821,18.37959,15.61426,38.28139,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846055,2.0821,18.46358,15.6212,38.44302,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845207,2.080537,18.48745,15.62572,38.46383,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845162,2.080502,18.48672,15.62428,38.46165,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844557,2.079444,18.5037,15.62743,38.4774,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844557,2.079464,18.50252,15.62644,38.47532,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844879,2.079897,18.49303,15.62438,38.46359,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846163,2.08247,18.45972,15.61994,38.44182,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846116,2.082325,18.45943,15.61882,38.43853,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844883,2.080092,18.49576,15.62675,38.47288,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846228,2.082441,18.4583,15.61993,38.43832,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846454,2.082732,18.45219,15.61893,38.43096,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846237,2.082533,18.45872,15.62045,38.4409,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846467,2.078423,18.46707,15.63177,38.38238,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846761,2.080717,18.43615,15.61102,38.36041,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846753,2.082839,18.44742,15.6204,38.42301,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846033,2.082257,18.46464,15.62169,38.44813,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846098,2.082294,18.46358,15.622,38.4466,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845762,2.081563,18.47119,15.62223,38.44895,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846388,2.082566,18.45467,15.61982,38.43307,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846423,2.082624,18.45432,15.62016,38.43341,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846152,2.082404,18.45972,15.61973,38.4406,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846107,2.081974,18.46129,15.62023,38.43593,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846141,2.081975,18.46133,15.62089,38.43603,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845896,2.082621,18.4683,15.62226,38.46247,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845943,2.082799,18.46648,15.62159,38.46196,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845659,2.080797,18.47311,15.62195,38.43879,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846145,2.082901,18.45795,15.6181,38.44608,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845795,2.082486,18.46751,15.61972,38.45833,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845761,2.081615,18.47046,15.6216,38.44838,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846401,2.082412,18.45235,15.61809,38.42539,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845388,2.081934,18.47634,15.61968,38.46652,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845788,2.082262,18.46643,15.61868,38.45194,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845831,2.08251,18.46904,15.62168,38.46196,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845327,2.080889,18.48305,15.62423,38.46118,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844966,2.08029,18.49457,15.62729,38.47407,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845179,2.08049,18.48738,15.62514,38.4628,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845595,2.081293,18.47695,15.62402,38.45594,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.849353,2.082675,18.38345,15.61403,38.28675,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846683,2.082708,18.44816,15.61975,38.42213,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846036,2.082612,18.46415,15.62134,38.45366,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845302,2.08072,18.48464,15.62511,38.46136,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845262,2.080267,18.48526,15.62489,38.45428,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844977,2.07996,18.49336,15.62647,38.46544,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844559,2.079187,18.50327,15.6271,38.47176,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847397,2.083836,18.42963,15.61721,38.40433,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847507,2.080687,18.43015,15.61969,38.34738,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846854,2.079943,18.44237,15.61799,38.35908,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847568,2.08083,18.4276,15.61864,38.3447,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847968,2.081552,18.42203,15.6213,38.34642,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.848843,2.081326,18.39552,15.61491,38.28707,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846475,2.07846,18.46592,15.63094,38.38068,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.849464,2.082898,18.38814,15.62006,38.30062,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.849468,2.082624,18.38706,15.61921,38.29334,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.858817,2.097041,18.16173,15.59761,38.0859,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.84866,2.08532,18.389,15.606,38.347,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84935,2.08456,18.413,15.639,38.383,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84916,2.08499,18.437,15.656,38.441,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84881,2.08314,18.414,15.63,38.359,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84947,2.08425,18.421,15.648,38.394,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84427,2.08436,18.397,15.532,38.346,"Tischendorf et al., 1993",TRUE
Rammelsberg & Harz,Harz,0.84862,2.08193,18.431,15.641,38.372,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84822,2.08393,18.467,15.664,38.484,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84854,2.083,18.421,15.631,38.371,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84554,2.08215,18.49,15.634,38.499,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84816,2.08249,18.427,15.629,38.374,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84635,2.08237,18.477,15.638,38.476,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.85069,2.09093,18.498,15.736,38.678,"Tischendorf et al., 1993",TRUE
Rammelsberg & Harz,Harz,0.84833,2.08183,18.441,15.644,38.391,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84941,2.08493,18.427,15.652,38.419,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84838,2.08443,18.454,15.656,38.466,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84857,2.08458,18.444,15.651,38.448,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84954,2.08924,18.49,15.708,38.63,"Tischendorf et al., 1993",TRUE
Rammelsberg & Harz,Harz,0.85259,2.09596,18.425,15.709,38.618,"Tischendorf et al., 1993",TRUE
Rammelsberg & Harz,Harz,0.85138,2.0885,18.362,15.633,38.349,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84505,2.08155,18.516,15.647,38.542,"Tischendorf et al., 1993",FALSE
Rammelsberg & Harz,Harz,0.84889,2.08126,18.397,15.617,38.289,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84748,2.07922,18.43,15.619,38.32,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84922,2.08346,18.404,15.629,38.344,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84846,2.08177,18.418,15.627,38.342,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84861,2.08237,18.416,15.628,38.349,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84944,2.08319,18.391,15.622,38.312,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84847,2.08112,18.405,15.616,38.303,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84898,2.08271,18.401,15.622,38.324,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84577,2.08256,18.472,15.623,38.469,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84872,2.08389,18.416,15.63,38.377,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84721,2.08106,18.416,15.602,38.325,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84721,2.08592,18.459,15.636,38.504,Zwicker et al. 1991,TRUE
Rammelsberg & Harz,Harz,0.84677,2.08043,18.396,15.577,38.271,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84677,2.08213,18.42,15.597,38.352,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84676,2.08281,18.426,15.603,38.379,Zwicker et al. 1991,TRUE
Rammelsberg & Harz,Harz,0.84682,2.08273,18.416,15.595,38.356,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84626,2.07999,18.403,15.573,38.277,Zwicker et al. 1991,TRUE
Rammelsberg & Harz,Harz,0.84451,2.07642,18.447,15.578,38.303,Zwicker et al. 1991,TRUE
Rammelsberg & Harz,Harz,0.84719,2.08683,18.457,15.637,38.517,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84543,2.07981,18.433,15.584,38.338,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84475,2.07848,18.464,15.597,38.377,Zwicker et al. 1991,FALSE
Rammelsberg & Harz,Harz,0.84754,2.08628,18.464,15.649,38.521,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84585,2.08259,18.502,15.65,38.532,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84578,2.08224,18.506,15.652,38.534,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.8452,2.08269,18.527,15.659,38.586,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.8447,2.081,18.519,15.643,38.538,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.8474,2.08599,18.467,15.649,38.522,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.8475,2.08563,18.452,15.638,38.484,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.8472,2.08452,18.469,15.647,38.499,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84637,2.08406,18.499,15.657,38.553,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84509,2.08196,18.533,15.662,38.585,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84509,2.08156,18.527,15.657,38.565,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84785,2.08439,18.462,15.653,38.482,Tischendorf et al. 1993,FALSE
Rammelsberg & Harz,Harz,0.84573,2.0783,18.545,15.684,38.542,Tischendorf et al. 1993,TRUE
Rammelsberg & Harz,Harz,0.84702,2.08351,18.44,15.619,38.42,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84785,2.08795,18.488,15.675,38.602,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84615,2.08221,18.466,15.625,38.45,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.8471,2.08417,18.45,15.629,38.453,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84689,2.08606,18.51,15.676,38.613,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84675,2.08405,18.454,15.626,38.459,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84647,2.08381,18.459,15.625,38.465,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84664,2.08367,18.453,15.623,38.45,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84637,2.08324,18.453,15.618,38.442,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84655,2.08494,18.508,15.668,38.588,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84689,2.08357,18.451,15.626,38.444,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84733,2.08731,18.497,15.673,38.609,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84693,2.07526,18.482,15.653,38.355,"Leveque & Haack, 1993",TRUE
Rammelsberg & Harz,Harz,0.84663,2.08402,18.459,15.628,38.469,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84737,2.08786,18.496,15.673,38.617,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84654,2.09007,18.474,15.639,38.612,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84691,2.08558,18.473,15.645,38.527,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84673,2.08487,18.464,15.634,38.495,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.84665,2.08488,18.474,15.641,38.516,"Leveque & Haack, 1993",FALSE
Rammelsberg & Harz,Harz,0.8443,2.0885,18.497,15.617,38.631,"Leveque & Haack, 1993",TRUE
