Region,Region2,Pb207_206,Pb208_206,Pb206_204,Pb207_204,Pb208_204,reference,Outlier
E Carpathians,E Carpathians,0.830771676913292,2.06349374602502,18.868,15.675,38.934,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830593849416755,2.06251325556734,18.86,15.665,38.899,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830858960763521,2.06330858960764,18.86,15.67,38.914,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830929147221044,2.06332201951633,18.856,15.668,38.906,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831080722955425,2.06439815550962,18.867,15.68,38.949,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830672959643634,2.06268229304767,18.857,15.664,38.896,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831289483463397,2.06465997770346,18.837,15.659,38.892,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831052408232548,2.06375981328241,18.852,15.667,38.906,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831214240305149,2.06510913329095,18.876,15.69,38.981,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831019499788046,2.06422212802035,18.872,15.683,38.956,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830344827586207,2.06122015915119,18.85,15.652,38.854,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830699055903257,2.06279834517874,18.854,15.662,38.892,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830767597409491,2.06242700923665,18.838,15.65,38.852,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830965758507368,2.06418954733383,18.866,15.677,38.943,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.834006805614632,2.0700233943003,18.808,15.686,38.933,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.833049403747871,2.06617333901193,18.784,15.648,38.811,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.834112397747796,2.07123127589504,18.826,15.703,38.993,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.834432156529137,2.07060825180774,18.808,15.694,38.944,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.834016284391464,2.06896918737694,18.791,15.672,38.878,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831130923950539,2.06283500504166,18.843,15.661,38.87,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831087533156499,2.06371352785146,18.85,15.666,38.901,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.832050533467806,2.06587398481873,18.839,15.675,38.919,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.834976813602686,2.07030542081979,18.761,15.665,38.841,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.836041988597005,2.07427932008312,18.767,15.69,38.928,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.835430887372014,2.07167235494881,18.752,15.666,38.848,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.835804180887372,2.07311220136519,18.752,15.673,38.875,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.837154488965074,2.06540604242554,18.668,15.628,38.557,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.837350042844901,2.06635604113111,18.672,15.635,38.583,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.838139136027441,2.06506592346447,18.658,15.638,38.53,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.836964084997056,2.06546057913611,18.683,15.637,38.589,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.837616447157083,2.06879751579398,18.678,15.645,38.641,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.837577573293388,2.06928097581853,18.692,15.656,38.679,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.837516724645438,2.06887877976987,18.685,15.649,38.657,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.845247744096828,2.08423839628249,18.507,15.643,38.573,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.845488457587717,2.08336486997892,18.497,15.639,38.536,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.842844836868741,2.08608808011198,18.574,15.655,38.747,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.835545328053088,2.05950979342823,18.686,15.613,38.484,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.835384780049235,2.05908166541796,18.686,15.61,38.476,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.835592315901814,2.06558164354322,18.74,15.659,38.709,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.839043482923168,2.07527746501528,18.651,15.649,38.706,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.835480250146988,2.06387300229836,18.709,15.631,38.613,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.836016473231,2.06295127560571,18.697,15.631,38.571,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.839500214500215,2.07604032604033,18.648,15.655,38.714,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.836122547184944,2.06410736245522,18.703,15.638,38.605,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.838062098501071,2.07462526766595,18.68,15.655,38.754,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.836132206653118,2.06423146860627,18.698,15.634,38.597,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.840440386680988,2.07921589688507,18.62,15.649,38.715,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831490537954497,2.05836699978737,18.812,15.642,38.722,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.838494394020288,2.07837693539776,18.73,15.705,38.928,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.84165232358003506,2.08234724612737,18.592,15.648,38.715,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.830458092255428,2.055788523807,18.839,15.645,38.729,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831207482993197,2.06042729591837,18.816,15.64,38.769,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831410494975809,2.06076878090276,18.809,15.638,38.761,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.838839429368229,2.07685294433122,18.646,15.641,38.725,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831782657238556,2.0591737997767,18.809,15.645,38.731,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.832528522154418,2.06638365614221,18.845,15.689,38.941,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.832118729719666,2.06026916325336,18.799,15.643,38.731,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831373383706699,2.05619113499707,18.793,15.624,38.642,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.826991080382119,2.045759223096,18.947,15.669,38.761,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.833244652548686,2.06432904118336,18.794,15.66,38.797,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.831325301204819,2.06204553898413,18.841,15.663,38.851,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.832533333333333,2.04453333333333,18.75,15.61,38.335,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.82258571877949,2.03512635000524,19.074,15.69,38.818,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.821681439135679,2.03235957413332,19.067,15.667,38.751,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.821857233101706,2.02268898715519,18.996,15.612,38.423,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.82143233280674,2.02095839915745,18.99,15.599,38.378,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.840998121813791,2.0821035685538,18.635,15.672,38.8,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.822292323869611,2.03243953732913,19.02,15.64,38.657,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.821518854013061,2.02127659574468,18.988,15.599,38.38,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.822216386554622,2.03482142857143,19.04,15.655,38.743,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.822724881641241,2.03277222514466,19.01,15.64,38.643,Marcoux et al. 2002,FALSE
E Carpathians,E Carpathians,0.833591703640349,2.0446891537927,18.707,15.594,38.25,Marcoux et al. 2002,TRUE
E Carpathians,E Carpathians,0.822443181818182,2.0273569023569,19.008,15.633,38.536,Marcoux et al. 2002,FALSE
Erzgebirge,Erzgebirge,0.8608,2.1149,18.12,15.596,38.32,NA,FALSE
Erzgebirge,Erzgebirge,0.864,2.1185,18.054,15.598,38.25,NA,FALSE
Erzgebirge,Erzgebirge,0.8572,2.1108,18.211,15.612,38.44,NA,FALSE
Erzgebirge,Erzgebirge,0.8487,2.1,18.424,15.636,38.69,NA,FALSE
Erzgebirge,Erzgebirge,0.8537,2.0976,18.284,15.609,38.35,NA,FALSE
Erzgebirge,Erzgebirge,0.8503,2.0937,18.367,15.618,38.46,NA,FALSE
Erzgebirge,Erzgebirge,0.8584,2.1066,18.186,15.611,38.31,NA,FALSE
Erzgebirge,Erzgebirge,0.8611,2.1109,18.12,15.603,38.25,NA,FALSE
Erzgebirge,Erzgebirge,0.8746,2.1362,17.797,15.564,38.02,NA,TRUE
Erzgebirge,Erzgebirge,0.8812,2.1417,17.646,15.55,37.79,NA,TRUE
Erzgebirge,Erzgebirge,0.879,2.1374,17.692,15.552,37.81,NA,TRUE
Erzgebirge,Erzgebirge,0.856,2.102,18.208,15.586,38.27,NA,FALSE
Erzgebirge,Erzgebirge,0.8545,2.0987,18.246,15.59,28.29,NA,TRUE
Erzgebirge,Erzgebirge,0.862,2.1106,18.075,15.581,38.15,NA,FALSE
Erzgebirge,Erzgebirge,0.8566,2.0988,18.274,15.654,38.36,NA,FALSE
Erzgebirge,Erzgebirge,0.8483,2.086,18.398,15.608,38.38,NA,FALSE
Erzgebirge,Erzgebirge,0.8576,2.1034,18.213,15.619,38.31,NA,FALSE
Erzgebirge,Erzgebirge,0.8744,2.1292,17.798,15.564,37.9,NA,TRUE
Erzgebirge,Erzgebirge,0.8598,2.1046,18.121,15.58,38.14,NA,FALSE
Erzgebirge,Erzgebirge,0.8487,2.0881,18.38,15.599,38.38,NA,FALSE
Erzgebirge,Erzgebirge,0.8373,2.0666,18.654,15.619,38.55,NA,TRUE
Erzgebirge,Erzgebirge,0.865,2.1119,17.989,15.561,37.99,NA,FALSE
Erzgebirge,Erzgebirge,0.8419,2.078,18.545,15.614,38.54,NA,FALSE
Erzgebirge,Erzgebirge,0.8459,2.0851,18.448,15.605,38.47,NA,FALSE
Erzgebirge,Erzgebirge,0.8589,2.1016,18.137,15.577,38.12,NA,FALSE
Erzgebirge,Erzgebirge,0.8598,2.1033,18.117,15.576,38.11,NA,FALSE
Erzgebirge,Erzgebirge,0.8527,2.1005,18.305,15.609,38.45,NA,FALSE
Erzgebirge,Erzgebirge,0.8527,2.1,18.296,15.601,38.42,NA,FALSE
Erzgebirge,Erzgebirge,0.8525,2.1,18.297,15.598,38.42,NA,FALSE
Erzgebirge,Erzgebirge,0.8522,2.0994,18.317,15.61,38.46,NA,FALSE
Erzgebirge,Erzgebirge,0.8497,2.0957,18.374,15.613,38.51,NA,FALSE
Erzgebirge,Erzgebirge,0.8586,2.1075,18.168,15.599,38.29,NA,FALSE
Erzgebirge,Erzgebirge,0.8586,2.1064,18.149,15.584,38.23,NA,FALSE
Erzgebirge,Erzgebirge,0.8618,2.1115,18.081,15.582,38.18,NA,FALSE
Erzgebirge,Erzgebirge,0.8616,2.1111,18.079,15.577,38.16,NA,FALSE
Erzgebirge,Erzgebirge,0.8615,2.1105,18.077,15.572,38.15,NA,FALSE
Erzgebirge,Erzgebirge,0.8594,2.1077,18.129,15.579,38.21,NA,FALSE
Erzgebirge,Erzgebirge,0.8604,2.1089,18.112,15.584,38.2,NA,FALSE
Erzgebirge,Erzgebirge,0.8621,2.1122,18.062,15.572,38.15,NA,FALSE
Erzgebirge,Erzgebirge,0.8499,2.0957,18.368,15.611,38.49,NA,FALSE
Erzgebirge,Erzgebirge,0.8363,2.0604,18.682,15.624,38.49,NA,TRUE
Erzgebirge,Erzgebirge,0.828,2.0592,18.883,15.634,38.88,NA,TRUE
Erzgebirge,Erzgebirge,0.8418,2.0747,18.581,15.642,38.55,NA,FALSE
Erzgebirge,Erzgebirge,0.8552,0.0925,18.241,15.598,38.17,NA,TRUE
Erzgebirge,Erzgebirge,0.8608,2.1074,18.101,15.581,38.15,NA,FALSE
Erzgebirge,Erzgebirge,0.8609,2.1072,18.093,15.576,38.13,NA,FALSE
Erzgebirge,Erzgebirge,0.8409,2.072,18.556,15.604,38.45,NA,FALSE
Erzgebirge,Erzgebirge,0.8616,2.1088,18.082,15.58,38.13,NA,FALSE
Erzgebirge,Erzgebirge,0.8617,2.1086,18.073,15.574,38.11,NA,FALSE
Erzgebirge,Erzgebirge,0.8606,2.1071,18.103,15.578,38.14,NA,FALSE
Erzgebirge,Erzgebirge,0.8526,2.0999,18.289,15.594,38.41,NA,FALSE
Erzgebirge,Erzgebirge,0.8531,2.0991,18.277,15.592,38.37,NA,FALSE
Erzgebirge,Erzgebirge,0.8518,2.0935,18.308,15.595,38.33,NA,FALSE
Erzgebirge,Erzgebirge,0.8536,2.1018,18.268,15.594,38.4,NA,FALSE
Erzgebirge,Erzgebirge,0.8521,2.0986,18.309,15.601,38.42,NA,FALSE
Erzgebirge,Erzgebirge,0.828,2.0228,18.897,15.648,38.23,NA,TRUE
Erzgebirge,Erzgebirge,0.8234,2.0215,19.002,15.647,38.41,NA,TRUE
Erzgebirge,Erzgebirge,0.8503,2.0831,18.366,15.616,38.26,NA,FALSE
Erzgebirge,Erzgebirge,0.8471,2.0743,18.44,15.621,38.25,NA,FALSE
Erzgebirge,Erzgebirge,0.8517,2.0869,18.361,15.638,38.32,NA,FALSE
Erzgebirge,Erzgebirge,0.849688070639802,2.09008445945027,18.38397,15.62064,38.42405,NA,FALSE
Erzgebirge,Erzgebirge,0.8506842123645,2.09333566897612,18.32472,15.58855,38.35979,NA,FALSE
Erzgebirge,Erzgebirge,0.848354644000048,2.08634816109189,18.39298,15.60377,38.37416,NA,FALSE
Erzgebirge,Erzgebirge,0.849192411334005,2.08236478946079,18.3695,15.59924,38.252,NA,FALSE
Erzgebirge,Erzgebirge,0.849044049560789,2.08813557293373,18.38066,15.60599,38.38131,NA,FALSE
Erzgebirge,Erzgebirge,0.847676421367896,2.08290436873086,18.41061,15.60624,38.34754,NA,FALSE
Erzgebirge,Erzgebirge,0.851038029456089,2.0908998218153,18.34052,15.60848,38.34819,NA,FALSE
Erzgebirge,Erzgebirge,0.849982539702429,2.08940544009484,18.35593,15.60222,38.35298,NA,FALSE
Erzgebirge,Erzgebirge,0.853952239890879,2.09279985812528,18.26964,15.6014,38.2347,NA,FALSE
Erzgebirge,Erzgebirge,0.851334208164301,2.08989242852895,18.32735,15.6027,38.30219,NA,FALSE
Erzgebirge,Erzgebirge,0.846444677339119,2.07960229200151,18.45374,15.62007,38.37644,NA,FALSE
Erzgebirge,Erzgebirge,0.853744123278608,2.09478335546004,18.25848,15.58807,38.24756,NA,FALSE
Erzgebirge,Erzgebirge,0.85397832642684,2.09535068665113,18.25818,15.59209,38.25729,NA,FALSE
Erzgebirge,Erzgebirge,0.851869795692082,2.09833489456881,18.30815,15.59616,38.41663,NA,FALSE
Erzgebirge,Erzgebirge,0.851798523425705,2.09786783807936,18.30724,15.59408,38.40617,NA,FALSE
Erzgebirge,Erzgebirge,0.84743694524167,2.0833102085036,18.41455,15.60517,38.36322,NA,FALSE
Erzgebirge,Erzgebirge,0.84758135988635,2.08301727770754,18.41448,15.60777,38.35768,NA,FALSE
Erzgebirge,Erzgebirge,0.847551385708886,2.08343307801591,18.41368,15.60654,38.36367,NA,FALSE
Erzgebirge,Erzgebirge,0.847681601163803,2.08303886062011,18.40861,15.60464,38.34585,NA,FALSE
Erzgebirge,Erzgebirge,0.847690848774384,2.08230791290009,18.41196,15.60765,38.33937,NA,FALSE
Erzgebirge,Erzgebirge,0.847729349715385,2.0838647074379,18.41609,15.61186,38.37664,NA,FALSE
Erzgebirge,Erzgebirge,0.847567994515568,2.07814337639141,18.40847,15.60243,38.25544,NA,FALSE
Erzgebirge,Erzgebirge,0.847336105622028,2.08264261362403,18.4204,15.60827,38.36311,NA,FALSE
Erzgebirge,Erzgebirge,0.847333532611555,2.0784129062848,18.43319,15.61906,38.31178,NA,FALSE
Erzgebirge,Erzgebirge,0.847215035111072,2.08039963592536,18.43578,15.61907,38.35379,NA,FALSE
Erzgebirge,Erzgebirge,0.845987260870554,2.07856735156726,18.46594,15.62195,38.3827,NA,FALSE
Erzgebirge,Erzgebirge,0.846999027638507,2.08012649381205,18.42936,15.60965,38.3354,NA,FALSE
Erzgebirge,Erzgebirge,0.849040973924992,2.08194567575368,18.39731,15.62007,38.3022,NA,FALSE
Erzgebirge,Erzgebirge,0.848836399790276,2.08132800755356,18.38604,15.60674,38.26738,NA,FALSE
Erzgebirge,Erzgebirge,0.85134112719035,2.09679736609077,18.30587,15.58454,38.3837,NA,FALSE
Erzgebirge,Erzgebirge,0.84672432950609,2.07813078716312,18.3596,15.54552,38.15365,NA,FALSE
Erzgebirge,Erzgebirge,0.850360367145159,2.04221278785257,18.19117,15.46905,37.15024,NA,FALSE
Erzgebirge,Erzgebirge,0.847594266123131,2.07659159882434,18.39314,15.58992,38.19504,NA,FALSE
Erzgebirge,Erzgebirge,0.853655874044813,1.99072611049214,17.7714,15.17066,35.37799,NA,TRUE
Erzgebirge,Erzgebirge,0.85329908065805,2.09894151795066,18.28373,15.60149,38.37648,NA,FALSE
Erzgebirge,Erzgebirge,0.847471708317518,2.08351075874,18.41619,15.6072,38.37033,NA,FALSE
Erzgebirge,Erzgebirge,0.847497861129595,2.083023480044,18.40925,15.6018,38.3469,NA,FALSE
Erzgebirge,Erzgebirge,0.847768692027131,2.07329657583152,18.38899,15.58961,38.12583,NA,FALSE
Erzgebirge,Erzgebirge,0.847423813559368,2.07633620153088,18.39599,15.5892,38.19626,NA,FALSE
Erzgebirge,Erzgebirge,0.846556766990218,2.07962994469977,18.45562,15.62373,38.38086,NA,FALSE
Erzgebirge,Erzgebirge,0.846463538666694,2.07977228972264,18.45503,15.62151,38.38226,NA,FALSE
Erzgebirge,Erzgebirge,0.846428555945253,2.07968280565153,18.45304,15.61918,38.37647,NA,FALSE
Erzgebirge,Erzgebirge,0.855125774527871,2.12232387890066,16.59398,14.18994,35.2178,NA,TRUE
Rammelsberg & Harz,Harz,0.845363,2.080285,18.48254,15.62446,38.44895,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846074,2.081676,18.43571,15.59797,38.37717,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846465,2.082311,18.44482,15.6129,38.40785,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846405,2.082596,18.4495,15.61574,38.42285,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84488,2.07956,18.49417,15.62535,38.45974,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847199,2.08353,18.43317,15.61656,38.40606,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844884,2.079587,18.4944,15.62563,38.46072,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846672,2.081261,18.44113,15.61359,38.38081,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845241,2.080176,18.48476,15.62408,38.45155,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845139,2.080056,18.48784,15.62479,38.45574,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84678,2.083086,18.44321,15.61734,38.4188,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845054,2.079864,18.48821,15.62354,38.45296,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846987,2.083335,18.43791,15.61667,38.412350000000004,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846928,2.083424,18.43799,15.61565,38.41416,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846998,2.083006,18.43853,15.6174,38.40756,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847126,2.08355,18.43382,15.61576,38.40779,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845415,2.080427,18.4784,15.62192,38.44297,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847266,2.083701,18.43208,15.61687,38.40695,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846857,2.08339,18.4454,15.62062,38.42897,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845966,2.08125,18.46908,15.62421,38.43877,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844954,2.079734,18.4898,15.62303,38.45386,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844838,2.079453,18.49418,15.62458,38.45777,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844914,2.079842,18.49426,15.62606,38.46513,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845305,2.08179,18.47702,15.61872,38.46528,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846535,2.083361,18.44805,15.61692,38.43394,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844858,2.079574,18.49504,15.62568,38.4618,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846926,2.081257,18.4342,15.6124,38.3663,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846968,2.081402,18.43526,15.61407,38.37118,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846966,2.081275,18.43389,15.61288,38.366,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846454,2.083402,18.45303,15.61964,38.44508,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846476,2.083228,18.44844,15.61616,38.43231,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846466,2.083121,18.44976,15.6171,38.43309,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846055,2.082427,18.45916,15.61746,38.43985,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845288,2.080317,18.48323,15.62366,38.45097,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845072,2.079948,18.48966,15.6251,38.45754,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846062,2.078687,18.46489,15.62244,38.38273,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846514,2.083077,18.44873,15.61711,38.43013,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84657,2.083243,18.44885,15.61824,38.43343,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.849466,2.08286,18.38563,15.61797,38.2947,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846913,2.083073,18.43959,15.61672,38.41102,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846798,2.083168,18.44342,15.61786,38.42074,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846534,2.083157,18.44909,15.61779,38.43236,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846546,2.081557,18.43412,15.60533,38.37167,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84555,2.080683,18.47652,15.62282,38.44379,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844928,2.079195,18.49137,15.62388,38.44716,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847908,2.084606,18.34437,15.55433,38.24079,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.850001,2.088003,18.32552,15.57671,38.26374,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.84761,2.083997,18.3948,15.59162,38.33471,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847182,2.083853,18.43359,15.61661,38.4129,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84613,2.081744,18.4635,15.62253,38.436279999999996,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846263,2.081853,18.4602,15.62219,38.43142,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846266,2.081891,18.45936,15.62152,38.43038,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846567,2.082269,18.44615,15.61591,38.40984,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846674,2.083054,18.42523,15.60016,38.38074,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84707,2.075794,18.40091,15.58685,38.1965,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846765,2.082892,18.43296,15.60839,38.39387,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847227,2.077004,18.4191,15.60515,38.25654,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.848129,2.004859,18.41165,15.61545,36.91277,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.846756,2.081637,18.38449,15.56717,38.26984,Lehmann 2011,TRUE
Rammelsberg & Harz,Harz,0.846437,2.082372,18.45621,15.62202,38.43269,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846626,2.082794,18.45177,15.62174,38.43123,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846777,2.083014,18.44798,15.62132,38.4274,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846524,2.083413,18.45094,15.61917,38.44092,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846534,2.083287,18.45013,15.61867,38.43691,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84648,2.083259,18.45141,15.61875,38.43906,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846738,2.082945,18.44892,15.62141,38.42808,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846639,2.083032,18.44917,15.61978,38.43022,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844542,2.078836,18.49623,15.62085,38.45063,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844669,2.078926,18.49236,15.61993,38.44424,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846431,2.082438,18.45419,15.62019,38.4297,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846685,2.082603,18.44703,15.61883,38.41784,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845939,2.080616,18.46683,15.62182,38.42239,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845631,2.073281,18.47206,15.62055,38.29778,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846877,2.083467,18.44228,15.61834,38.42388,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.84476,2.079372,18.49428,15.62322,38.45649,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.847128,2.083694,18.43487,15.61669,38.41263,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845156,2.080147,18.48605,15.6236,38.4537,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846458,2.083292,18.45149,15.61841,38.43985,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846962,2.08323,18.43991,15.6179,38.41457,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.844913,2.079982,18.49405,15.62586,38.46729,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.845912,2.082135,18.46227,15.61745,38.44094,Lehmann 2011,FALSE
Rammelsberg & Harz,Harz,0.846034,2.081449,18.46238,15.61981,38.42851,Lehmann 2011,FALSE
